event_id,customer_id,stage,event_status,event_date
EVT0509,CUST074,rejected,Completed,2026-01-22
EVT0510,CUST075,application_submitted,Completed,2026-02-05
EVT0511,CUST075,docs_requested,Completed,2026-02-11
EVT0512,CUST075,docs_received,Completed,2026-02-15
EVT0513,CUST075,screening_completed,Completed,2026-02-17
EVT0514,CUST075,analyst_review,Completed,2026-02-19
EVT0515,CUST075,compliance_review,Completed,2026-02-21
EVT0516,CUST075,approved,Completed,2026-02-23
EVT0517,CUST076,application_submitted,Completed,2026-02-07
EVT0518,CUST076,docs_requested,Completed,2026-02-11
EVT0519,CUST076,docs_received,Completed,2026-02-15
EVT0520,CUST076,screening_completed,Completed,2026-02-18
EVT0521,CUST076,analyst_review,Completed,2026-02-21
EVT0522,CUST076,compliance_review,Completed,2026-02-24
EVT0523,CUST076,approved,Completed,2026-02-25
EVT0524,CUST077,application_submitted,Completed,2025-12-21
EVT0525,CUST077,docs_requested,Completed,2025-12-25
EVT0526,CUST077,docs_received,Completed,2025-12-29
EVT0527,CUST077,screening_completed,Completed,2026-01-04
EVT0528,CUST077,analyst_review,Completed,2026-01-06
EVT0529,CUST077,compliance_review,Completed,2026-01-12
EVT0530,CUST077,approved,Completed,2026-01-18
EVT0531,CUST078,application_submitted,Completed,2025-12-21
EVT0532,CUST078,docs_requested,Completed,2025-12-27
EVT0533,CUST078,docs_received,Completed,2026-01-02
EVT0534,CUST078,screening_completed,Completed,2026-01-04
EVT0535,CUST078,analyst_review,Completed,2026-01-06
EVT0536,CUST078,compliance_review,Completed,2026-01-10
EVT0537,CUST078,approved,Completed,2026-01-16
EVT0538,CUST079,application_submitted,Completed,2026-02-25
EVT0539,CUST079,docs_requested,Completed,2026-02-27
EVT0540,CUST079,docs_received,Completed,2026-03-05
EVT0541,CUST079,screening_completed,Completed,2026-03-07
EVT0542,CUST079,analyst_review,Completed,2026-03-13
EVT0543,CUST079,rejected,Completed,2026-03-15
EVT0544,CUST080,application_submitted,Completed,2026-01-21
EVT0545,CUST080,docs_requested,Completed,2026-01-25
EVT0546,CUST080,docs_received,Completed,2026-01-28
EVT0547,CUST080,screening_completed,Completed,2026-02-01
EVT0548,CUST080,analyst_review,Completed,2026-02-02
EVT0549,CUST080,compliance_review,Completed,2026-02-06
EVT0550,CUST080,approved,Completed,2026-02-07
EVT0551,CUST081,application_submitted,Completed,2025-12-31
EVT0552,CUST081,docs_requested,Completed,2026-01-10
EVT0553,CUST081,docs_received,Completed,2026-01-20
EVT0554,CUST081,screening_completed,Completed,2026-01-27
EVT0555,CUST081,analyst_review,Completed,2026-02-03
EVT0556,CUST081,compliance_review,Completed,2026-02-06
EVT0557,CUST081,approved,Completed,2026-02-16
EVT0558,CUST082,application_submitted,Completed,2026-01-08
EVT0559,CUST082,docs_requested,Completed,2026-01-15
EVT0560,CUST082,docs_received,Completed,2026-01-22
EVT0561,CUST082,screening_completed,Completed,2026-01-29
EVT0562,CUST082,analyst_review,Completed,2026-01-31
EVT0563,CUST082,compliance_review,Completed,2026-02-02
EVT0564,CUST082,approved,Completed,2026-02-07
EVT0565,CUST083,application_submitted,Completed,2026-03-19
EVT0566,CUST083,docs_requested,Completed,2026-03-21
EVT0567,CUST083,docs_received,Completed,2026-03-27
EVT0568,CUST083,screening_completed,Completed,2026-03-29
EVT0569,CUST083,analyst_review,Completed,2026-04-04
EVT0570,CUST083,compliance_review,Completed,2026-04-08
EVT0571,CUST083,approved,Completed,2026-04-12
EVT0572,CUST084,application_submitted,Completed,2026-01-21
EVT0573,CUST084,docs_requested,Completed,2026-01-27
EVT0574,CUST084,docs_received,Completed,2026-01-29
EVT0575,CUST084,screening_completed,Completed,2026-02-04
EVT0576,CUST084,analyst_review,Completed,2026-02-08
EVT0577,CUST084,compliance_review,Completed,2026-02-14
EVT0578,CUST084,approved,Completed,2026-02-18
EVT0579,CUST085,application_submitted,Completed,2026-01-03
EVT0580,CUST085,docs_requested,Completed,2026-01-07
EVT0581,CUST085,docs_received,Completed,2026-01-08
EVT0582,CUST085,screening_completed,Completed,2026-01-12
EVT0583,CUST085,analyst_review,Completed,2026-01-16
EVT0584,CUST085,compliance_review,Completed,2026-01-17
EVT0585,CUST085,approved,Completed,2026-01-20
EVT0586,CUST086,application_submitted,Completed,2026-02-13
EVT0587,CUST086,docs_requested,Completed,2026-02-14
EVT0588,CUST086,docs_received,Completed,2026-02-16
EVT0589,CUST086,screening_completed,Completed,2026-02-17
EVT0590,CUST086,analyst_review,Completed,2026-02-18
EVT0591,CUST086,compliance_review,Completed,2026-02-20
EVT0592,CUST086,approved,Completed,2026-02-23
EVT0593,CUST087,application_submitted,Completed,2026-01-16
EVT0594,CUST087,docs_requested,Completed,2026-01-19
EVT0595,CUST087,docs_received,Completed,2026-01-22
EVT0596,CUST087,screening_completed,Completed,2026-01-23
EVT0597,CUST087,analyst_review,Completed,2026-01-27
EVT0598,CUST087,compliance_review,Completed,2026-01-30
EVT0599,CUST087,approved,Completed,2026-02-02
EVT0600,CUST088,application_submitted,Completed,2026-01-23
EVT0601,CUST088,docs_requested,Completed,2026-01-24
EVT0602,CUST088,docs_received,Completed,2026-01-27
EVT0603,CUST088,screening_completed,Completed,2026-01-31
EVT0604,CUST088,analyst_review,Completed,2026-02-03
EVT0605,CUST088,compliance_review,Completed,2026-02-06
EVT0606,CUST088,approved,Completed,2026-02-10
EVT0607,CUST089,application_submitted,Completed,2026-01-05
EVT0608,CUST089,docs_requested,Completed,2026-01-08
EVT0609,CUST089,docs_received,Completed,2026-01-09
EVT0610,CUST089,screening_completed,Completed,2026-01-13
EVT0611,CUST089,analyst_review,Completed,2026-01-16
EVT0612,CUST089,compliance_review,Completed,2026-01-17
EVT0613,CUST089,approved,Completed,2026-01-18
EVT0614,CUST090,application_submitted,Completed,2026-04-02
EVT0615,CUST090,docs_requested,Completed,2026-04-05
EVT0616,CUST090,docs_received,Completed,2026-04-11
EVT0617,CUST090,screening_completed,Completed,2026-04-20
EVT0618,CUST090,analyst_review,Completed,2026-04-29
EVT0619,CUST090,compliance_review,Completed,2026-05-02
EVT0620,CUST090,approved,Completed,2026-05-08
EVT0621,CUST091,application_submitted,Completed,2026-01-03
EVT0622,CUST091,docs_requested,Completed,2026-01-05
EVT0623,CUST091,docs_received,Completed,2026-01-07
EVT0624,CUST091,screening_completed,Completed,2026-01-09
EVT0625,CUST091,analyst_review,Completed,2026-01-13
EVT0626,CUST091,compliance_review,Completed,2026-01-17
EVT0627,CUST091,approved,Completed,2026-01-21
EVT0628,CUST092,application_submitted,Completed,2025-12-26
EVT0629,CUST092,docs_requested,Completed,2025-12-28
EVT0630,CUST092,docs_received,Completed,2025-12-30
EVT0631,CUST092,screening_completed,Completed,2026-01-01
EVT0632,CUST092,analyst_review,Completed,2026-01-06
EVT0633,CUST092,compliance_review,Completed,2026-01-11
EVT0634,CUST092,approved,Completed,2026-01-18
EVT0635,CUST093,application_submitted,Completed,2026-01-28
EVT0636,CUST093,docs_requested,Completed,2026-01-31
EVT0637,CUST093,docs_received,Completed,2026-02-03
EVT0638,CUST093,screening_completed,Completed,2026-02-06
EVT0639,CUST093,analyst_review,Completed,2026-02-12
EVT0640,CUST093,rejected,Completed,2026-02-21
EVT0641,CUST094,application_submitted,Completed,2026-02-20
EVT0642,CUST094,docs_requested,Completed,2026-02-23
EVT0643,CUST094,docs_received,Completed,2026-02-26
EVT0644,CUST094,screening_completed,Completed,2026-02-27
EVT0645,CUST094,analyst_review,Completed,2026-03-02
EVT0646,CUST094,compliance_review,Completed,2026-03-05
EVT0647,CUST094,approved,Completed,2026-03-06
EVT0648,CUST095,application_submitted,Completed,2026-03-10
EVT0649,CUST095,docs_requested,Completed,2026-03-16
EVT0650,CUST095,docs_received,Completed,2026-03-18
EVT0651,CUST095,screening_completed,Completed,2026-03-24
EVT0652,CUST095,analyst_review,Completed,2026-03-30
EVT0653,CUST095,compliance_review,Completed,2026-04-01
EVT0654,CUST095,approved,Completed,2026-04-03
EVT0655,CUST096,application_submitted,Completed,2026-01-17
EVT0656,CUST096,docs_requested,Completed,2026-01-21
EVT0657,CUST096,docs_received,Completed,2026-01-25
EVT0658,CUST096,screening_completed,Completed,2026-01-29
EVT0659,CUST096,analyst_review,Completed,2026-02-02
EVT0660,CUST096,rejected,Completed,2026-02-04
EVT0661,CUST097,application_submitted,Completed,2026-03-06
EVT0662,CUST097,docs_requested,Completed,2026-03-10
EVT0663,CUST097,docs_received,Completed,2026-03-14
EVT0664,CUST097,screening_completed,Completed,2026-03-18
EVT0665,CUST097,analyst_review,Completed,2026-03-22
EVT0666,CUST097,compliance_review,Completed,2026-03-24
EVT0667,CUST097,approved,Completed,2026-03-26
EVT0668,CUST098,application_submitted,Completed,2026-02-28
EVT0669,CUST098,docs_requested,Completed,2026-03-09
EVT0670,CUST098,docs_received,Completed,2026-03-15
EVT0671,CUST098,screening_completed,Completed,2026-03-24
EVT0672,CUST098,analyst_review,Completed,2026-04-02
EVT0673,CUST098,compliance_review,Completed,2026-04-05
EVT0674,CUST098,approved,Completed,2026-04-08
EVT0675,CUST099,application_submitted,Completed,2026-02-15
EVT0676,CUST099,docs_requested,Completed,2026-02-17
EVT0677,CUST099,docs_received,Completed,2026-02-21
EVT0678,CUST099,screening_completed,Completed,2026-02-25
EVT0679,CUST099,analyst_review,Completed,2026-03-03
EVT0680,CUST099,compliance_review,Completed,2026-03-07
EVT0681,CUST099,approved,Completed,2026-03-11
EVT0682,CUST100,application_submitted,Completed,2025-12-24
EVT0683,CUST100,docs_requested,Completed,2025-12-28
EVT0684,CUST100,docs_received,Completed,2026-01-01
EVT0685,CUST100,screening_completed,Completed,2026-01-07
EVT0686,CUST100,analyst_review,Completed,2026-01-13
EVT0687,CUST100,compliance_review,Completed,2026-01-15
EVT0688,CUST100,approved,Completed,2026-01-21
EVT0689,CUST101,application_submitted,Completed,2026-03-17
EVT0690,CUST101,docs_requested,Completed,2026-03-19
EVT0691,CUST101,docs_received,Completed,2026-03-24
EVT0692,CUST101,screening_completed,Completed,2026-03-29
EVT0693,CUST101,analyst_review,Completed,2026-03-31
EVT0694,CUST101,compliance_review,Completed,2026-04-05
EVT0695,CUST101,approved,Completed,2026-04-10
EVT0696,CUST102,application_submitted,Completed,2026-01-27
EVT0697,CUST102,docs_requested,Completed,2026-02-05
EVT0698,CUST102,docs_received,Completed,2026-02-14
EVT0699,CUST102,screening_completed,Completed,2026-02-20
EVT0700,CUST102,analyst_review,Completed,2026-03-01
EVT0701,CUST102,compliance_review,Completed,2026-03-04
EVT0702,CUST102,approved,Completed,2026-03-10
EVT0703,CUST103,application_submitted,Completed,2026-02-09
EVT0704,CUST103,docs_requested,Completed,2026-02-14
EVT0705,CUST103,docs_received,Completed,2026-02-16
EVT0706,CUST103,screening_completed,Completed,2026-02-23
EVT0707,CUST103,analyst_review,Completed,2026-02-25
EVT0708,CUST103,compliance_review,Completed,2026-03-04
EVT0709,CUST103,approved,Completed,2026-03-06
EVT0710,CUST104,application_submitted,Completed,2026-02-24
EVT0711,CUST104,docs_requested,Completed,2026-03-02
EVT0712,CUST104,docs_received,Completed,2026-03-04
EVT0713,CUST104,screening_completed,Completed,2026-03-10
EVT0714,CUST104,analyst_review,Completed,2026-03-14
EVT0715,CUST104,compliance_review,Completed,2026-03-20
EVT0716,CUST104,approved,Completed,2026-03-24
EVT0717,CUST105,application_submitted,Completed,2026-02-28
EVT0718,CUST105,docs_requested,Completed,2026-03-01
EVT0719,CUST105,docs_received,Completed,2026-03-04
EVT0720,CUST105,screening_completed,Completed,2026-03-08
EVT0721,CUST105,analyst_review,Completed,2026-03-11
EVT0722,CUST105,compliance_review,Completed,2026-03-12
EVT0723,CUST105,approved,Completed,2026-03-13
EVT0724,CUST106,application_submitted,Completed,2026-01-10
EVT0725,CUST106,docs_requested,Completed,2026-01-16
EVT0726,CUST106,docs_received,Completed,2026-01-18
EVT0727,CUST106,screening_completed,Completed,2026-01-24
EVT0728,CUST106,analyst_review,Completed,2026-01-28
EVT0729,CUST106,rejected,Completed,2026-02-01
EVT0730,CUST107,application_submitted,Completed,2026-04-09
EVT0731,CUST107,docs_requested,Completed,2026-04-13
EVT0732,CUST107,docs_received,Completed,2026-04-19
EVT0733,CUST107,screening_completed,Completed,2026-04-23
EVT0734,CUST107,analyst_review,Completed,2026-04-29
EVT0735,CUST107,compliance_review,Completed,2026-05-05
EVT0736,CUST107,approved,Completed,2026-05-11
EVT0737,CUST108,application_submitted,Completed,2026-01-24
EVT0738,CUST108,docs_requested,Completed,2026-01-30
EVT0739,CUST108,docs_received,Completed,2026-02-01
EVT0740,CUST108,screening_completed,Completed,2026-02-05
EVT0741,CUST108,analyst_review,Completed,2026-02-11
EVT0742,CUST108,compliance_review,Completed,2026-02-17
EVT0743,CUST108,approved,Completed,2026-02-19
EVT0744,CUST109,application_submitted,Completed,2025-12-28
EVT0745,CUST109,docs_requested,Completed,2025-12-29
EVT0746,CUST109,docs_received,Completed,2026-01-02
EVT0747,CUST109,screening_completed,Completed,2026-01-06
EVT0748,CUST109,analyst_review,Completed,2026-01-09
EVT0749,CUST109,compliance_review,Completed,2026-01-10
EVT0750,CUST109,approved,Completed,2026-01-11
EVT0751,CUST110,application_submitted,Completed,2026-02-16
EVT0752,CUST110,docs_requested,Completed,2026-02-20
EVT0753,CUST110,docs_received,Completed,2026-02-24
EVT0754,CUST110,screening_completed,Completed,2026-02-28
EVT0755,CUST110,analyst_review,Completed,2026-03-03
EVT0756,CUST110,compliance_review,Completed,2026-03-06
EVT0757,CUST110,approved,Completed,2026-03-09
EVT0758,CUST111,application_submitted,Completed,2026-03-14
EVT0759,CUST111,docs_requested,Completed,2026-03-16
EVT0760,CUST111,docs_received,Completed,2026-03-18
EVT0761,CUST111,screening_completed,Completed,2026-03-22
EVT0762,CUST111,analyst_review,Completed,2026-03-24
EVT0763,CUST111,compliance_review,Completed,2026-03-30
EVT0764,CUST111,approved,Completed,2026-04-05
EVT0765,CUST112,application_submitted,Completed,2026-04-07
EVT0766,CUST112,docs_requested,Completed,2026-04-14
EVT0767,CUST112,docs_received,Completed,2026-04-21
EVT0768,CUST112,screening_completed,Completed,2026-04-23
EVT0769,CUST112,analyst_review,Completed,2026-04-28
EVT0770,CUST112,compliance_review,Completed,2026-05-03
EVT0771,CUST112,approved,Completed,2026-05-10
EVT0772,CUST113,application_submitted,Completed,2026-01-18
EVT0773,CUST113,docs_requested,Completed,2026-01-24
EVT0774,CUST113,docs_received,Completed,2026-01-30
EVT0775,CUST113,screening_completed,Completed,2026-02-01
EVT0776,CUST113,analyst_review,Completed,2026-02-05
EVT0777,CUST113,compliance_review,Completed,2026-02-07
EVT0778,CUST113,approved,Completed,2026-02-11
EVT0779,CUST114,application_submitted,Completed,2026-01-09
EVT0780,CUST114,docs_requested,Completed,2026-01-11
EVT0781,CUST114,docs_received,Completed,2026-01-13
EVT0782,CUST114,screening_completed,Completed,2026-01-19
EVT0783,CUST114,analyst_review,Completed,2026-01-21
EVT0784,CUST114,compliance_review,Completed,2026-01-25
EVT0785,CUST114,approved,Completed,2026-01-29
EVT0786,CUST115,application_submitted,Completed,2026-04-10
EVT0787,CUST115,docs_requested,Completed,2026-04-16
EVT0788,CUST115,docs_received,Completed,2026-04-20
EVT0789,CUST115,screening_completed,Completed,2026-04-24
EVT0790,CUST115,analyst_review,Completed,2026-04-28
EVT0791,CUST115,compliance_review,Completed,2026-04-30
EVT0792,CUST115,approved,Completed,2026-05-06
EVT0793,CUST116,application_submitted,Completed,2026-02-11
EVT0794,CUST116,docs_requested,Completed,2026-02-14
EVT0795,CUST116,docs_received,Completed,2026-02-15
EVT0796,CUST116,screening_completed,Completed,2026-02-18
EVT0797,CUST116,analyst_review,Completed,2026-02-19
EVT0798,CUST116,compliance_review,Completed,2026-02-23
EVT0799,CUST116,approved,Completed,2026-02-26
EVT0800,CUST117,application_submitted,Completed,2026-02-21
EVT0801,CUST117,docs_requested,Completed,2026-02-22
EVT0802,CUST117,docs_received,Completed,2026-02-26
EVT0803,CUST117,screening_completed,Completed,2026-02-27
EVT0804,CUST117,analyst_review,Completed,2026-03-03
EVT0805,CUST117,compliance_review,Completed,2026-03-04
EVT0806,CUST117,approved,Completed,2026-03-08
EVT0807,CUST118,application_submitted,Completed,2026-01-11
EVT0808,CUST118,docs_requested,Completed,2026-01-13
EVT0809,CUST118,docs_received,Completed,2026-01-16
EVT0810,CUST118,screening_completed,Completed,2026-01-18
EVT0811,CUST118,analyst_review,Completed,2026-01-20
EVT0812,CUST118,compliance_review,Completed,2026-01-21
EVT0813,CUST118,approved,Completed,2026-01-24
EVT0814,CUST119,application_submitted,Completed,2025-12-30
EVT0815,CUST119,docs_requested,Completed,2025-12-31
EVT0816,CUST119,docs_received,Completed,2026-01-04
EVT0817,CUST119,screening_completed,Completed,2026-01-08
EVT0818,CUST119,analyst_review,Completed,2026-01-11
EVT0819,CUST119,rejected,Completed,2026-01-14
EVT0820,CUST120,application_submitted,Completed,2025-12-29
EVT0821,CUST120,docs_requested,Completed,2025-12-31
EVT0822,CUST120,docs_received,Completed,2026-01-05
EVT0823,CUST120,screening_completed,Completed,2026-01-12
EVT0824,CUST120,analyst_review,Completed,2026-01-17
EVT0825,CUST120,rejected,Completed,2026-01-22
